aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
5,1014.71,0.01,15.25,24.68,6.44,147.72,158.39,6.9
5,1028.06,0,15.08,33.26,7.75,192.87,204.67,6.46
5,1001.36,0,13.37,30.4,5.3,154.97,169.15,4.5
5,1188.28,0.01,17.99,26.46,8.46,202.76,225.18,6.4
5,907.9,0,17.31,50.07,12.64,177.45,194.84,4.62
5,1562.12,0.15,23.31,11,11.32,252.37,278.5,11.27
5,707.63,0,9.85,43.99,9.54,73.33,83.86,3.64
5,988.01,0.08,14.05,12.52,6.44,73.54,86.41,5.19
5,761.03,0,6.17,89.41,6.68,196.12,214.78,2.91
5,834.47,0,8.74,72.24,7.99,228.4,247.87,3.58
5,1121.52,0,15.59,33.97,8.23,259.78,284.11,5.83
5,1562.12,1.84,21.93,1.92,7.63,322.72,358.31,11.27
5,867.84,0,13.88,50.07,7.75,196.66,215.64,10.01
5,807.76,0,10.28,92.98,17.64,196.53,212.35,10.01
3,440.6,0,5.18,42.2,3.87,22.98,26.01,2.18
1,353.81,0.02,9.42,17.17,4.65,8.37,12.38,2.22
2,460.62,0.03,7.28,17.17,5.72,13.3,15.8,2.47
5,1188.28,0.43,16.28,6.08,8.7,90.23,105.62,7.41
5,1428.6,0.75,20.91,4.34,8.34,194.52,221.84,7.35
5,1255.04,0.13,21.59,11.44,7.99,181.09,202.93,7.41
5,1001.36,0,14.74,33.26,7.45,195.52,215.84,4.05
5,674.25,0,10.02,54.36,9.06,167.01,182.63,2.94
5,600.81,0,6.51,88.69,6.74,124.52,141.14,3.67
5,847.82,0,10.2,58.65,6.68,163.89,182.86,3.99
5,947.95,0,10.2,62.94,6.5,208.3,227.12,3.96
5,1054.76,0,12.51,43.63,6.68,226.04,247.03,4.37
5,921.25,0,9.17,94.41,8.7,252.88,270.32,4.18
5,907.9,0,6.6,131.61,11.8,281.46,297.39,2.88
5,620.84,0,5.74,94.41,5.96,158.32,172.22,2.79
4,473.98,0,7.28,40.41,6.56,58.08,66.71,3.36
4,774.38,0.07,16.62,15.56,8.11,61.6,71.79,5.45
4,720.98,0.02,13.02,20.92,7.75,53.15,61.29,4.81
3,627.52,0.09,13.19,12.87,6.68,39.66,48.12,4.24
3,700.95,0.06,16.11,15.38,8.11,36.37,49.01,4.81
3,694.27,0.05,13.71,14.48,6.26,41.85,53.99,4.18
2,453.95,0.02,7.97,21.64,4.71,23.28,29.99,3.51
4,534.06,0,8.74,30.4,5.66,51.92,60.6,4.05
4,574.11,0,13.02,38.98,11.32,71.82,86.58,4.18
5,540.73,0,10.97,58.65,12.64,82.54,97.64,4.18
5,540.73,0,4.24,100.14,5.19,77.22,82.63,2.98
5,907.9,0,12.68,65.8,8.11,142.83,162.64,7.03
5,707.63,0,8.48,97.27,10.73,166.92,186.13,3.7
5,1068.12,0,18.34,35.05,9.78,188.08,207.08,7.79
5,827.79,0,16.11,33.62,7.87,109.41,126.5,6.9
5,1174.93,0,22.28,30.04,11.44,119.23,141.86,10.39
5,801.09,0,13.02,65.09,9.06,125.42,141.33,4.69
5,881.2,0,14.39,42.92,7.57,133.62,151.4,5.19
5,761.03,0,14.74,45.42,7.87,102.87,118.1,5.45
4,700.95,0.01,14.91,29.68,6.68,63.11,76.88,5.7
3,567.44,0.01,12.51,27.89,5.13,40.82,51.48,5
3,383.85,0,6.43,59.37,5.19,43.95,50.46,2.63
4,494,0,10.45,45.78,6.38,51.72,60.35,3.74
4,473.98,0,9,60.8,6.74,59.74,68.17,3.77
5,560.76,0,10.71,57.22,7.03,76.9,87.9,5.45
4,587.46,0,10.2,54.36,6.97,72.07,83.84,5.76
4,567.44,0,12.51,45.06,10.13,69.56,79.66,3.83
4,687.6,0,11.48,55.79,8.34,65.46,78.64,5.07
5,607.49,0,8.48,77.25,6.74,130,143.31,4.37
5,534.06,0,10.11,71.53,8.46,85.06,102.97,3.2
5,580.79,0,10.8,63.66,7.75,103.59,118.42,3.29
5,841.14,0,13.71,62.23,10.37,195.31,214.48,3.77
5,947.95,0,14.91,39.7,7.27,215.27,234.47,5.07
5,934.6,0.01,21.08,22.53,12.28,111.45,130.09,16.72
5,774.38,0,11.65,65.09,8.82,201.08,216.76,5.26
5,640.87,0,5.83,84.4,5.3,128.12,144.4,4.69
4,600.81,0,7.71,55.79,6.62,73.81,90.74,8.49
5,607.49,0,11.14,59.37,8.46,79.51,98.39,10.01
4,500.68,0,7.97,67.95,8.7,61.56,72.89,9.5
5,667.57,0,6.68,91.55,7.99,138.77,151.94,6.97
5,921.25,0,15.25,67.95,11.92,177.67,206.54,5.76
5,580.79,0,8.23,84.4,6.26,129.39,147.01,3.83
5,754.36,0,13.19,60.8,7.63,143.77,163.67,6.27
5,640.87,0,11.31,55.07,7.99,103.5,121.86,4.56
4,507.35,0,9.77,43.63,7.27,62.4,78.49,5.7
5,547.41,0,10.97,50.78,9.06,81.3,95.48,4.69
4,547.41,0,11.82,37.19,8.34,68.5,80.87,5.07
4,634.19,0.01,14.74,24.68,8.11,54.06,67.2,6.78
4,554.08,0,11.14,35.41,6.38,59.94,71.11,5.76
5,1094.82,0.11,25.02,13.23,9.18,119,140.28,16.47
5,600.81,0,14.91,42.56,10.73,94.03,110.28,5.32
5,1401.9,0.05,32.56,15.74,14.54,128.07,160.88,15.71
5,794.41,0,17.82,37.19,11.68,99.49,120.85,9.25
5,594.14,0,14.22,51.5,10.01,76.86,94.51,6.08
5,453.95,0,7.71,88.69,7.87,83.19,100.22,4.12
3,427.25,0,9,48.64,6.44,46.15,59.35,6.46
3,494,0.01,11.31,26.82,7.27,34.62,46.12,7.92
3,460.62,0,11.65,31.47,7.99,30.48,42.62,5.38
3,400.54,0,8.4,50.78,7.63,36.91,47.85,4.05
3,390.53,0,7.37,57.22,7.09,46.93,56.69,4.05
4,947.95,6.37,15.08,0.16,6.85,55.98,71.92,8.99
2,440.6,0.01,9.6,26.82,5.9,14.94,22.03,8.23
3,500.68,0,10.02,50.78,7.87,43.98,53.26,8.87
4,767.71,0.03,18.85,22.35,9.42,61.12,77.5,14.06
4,507.35,0,9,55.07,8.34,65.24,78.23,3.74
4,700.95,0,13.54,28.61,9.18,69,84.51,12.03
5,921.25,0,20.05,30.4,11.44,89.99,108.84,18.24
5,814.44,0,16.28,45.78,12.52,103.14,120.81,16.21
5,821.11,1.98,17.31,2.03,7.45,98.23,120.06,16.97
5,620.84,0,12.17,45.78,8.58,86.56,103.74,13.55
5,600.81,0,12.34,48.64,9.18,84.94,103.7,11.78
5,734.33,0,14.05,40.05,9.06,99.77,118.62,15.2
5,714.3,0.01,15.25,30.04,9.06,130.26,151.24,7.09
5,587.46,0,9.77,50.07,8.82,95.21,108.96,9.37
5,634.19,0,12.51,45.78,10.37,110.61,127.37,5.51
5,547.41,0,8.91,58.65,7.99,89.03,105.07,4.37
5,754.36,0.01,13.19,26.46,6.14,100.61,115.59,10.77
5,807.76,0,13.37,46.49,7.27,137.28,151.46,9.25
5,654.22,0,6.25,76.53,6.08,149.74,163.39,1.22
5,540.73,0,4.84,63.66,4.95,92.38,106.19,3.23
3,741,0.02,15.77,10.82,10.13,44.71,57.06,4.62
4,807.76,0.27,24.33,5.99,20.98,51.38,61.93,4.05
2,514.03,0.01,10.45,21.64,10.25,16.24,18.93,1.52
2,460.62,0,7.63,28.25,7.57,13.36,16.72,2.41
2,534.06,0.01,11.65,19.13,9.06,20.37,26.96,2.66
2,580.79,0,7.97,25.75,5.84,16.26,23.41,3.48
3,761.03,0.05,12.17,11.8,6.44,34.65,45.98,4.24
2,520.71,0.11,13.19,8.67,11.56,21.47,27.05,2.69
2,494,0.01,9.85,18.24,8.34,17.61,26.27,3.51
2,574.11,0.07,11.82,10.91,9.3,19.84,24.81,5.7
1,390.53,0.17,6.34,6.88,5.07,7.4,14.57,2.94
3,494,0,15.08,26.82,14.07,37.36,48.36,2.85
1,387.19,0.12,5.18,9.66,5.07,8.25,14.77,2.5
2,403.88,0.01,5.06,24.68,5.25,12.78,21.32,2.56
1,340.46,0,4.84,32.9,4.59,7.64,14.06,2.28
2,367.16,0.01,7.54,25.03,8.11,13.7,23.31,2.34
2,383.85,0.17,9,7.6,6.44,10.75,20.7,3.2
1,377.18,0.17,4.71,8.05,4.11,5.89,11.21,2.6
2,400.54,0,7.28,47.92,7.03,20.3,26.43,3.1
1,337.12,0,4.71,32.54,4.83,6.82,14.06,2.47
2,420.57,0,7.03,52.21,6.97,22.33,31.66,3.17
2,534.06,0.04,19.02,13.05,18.36,24.03,35.29,4.94
3,654.22,0.71,20.05,2.73,13.71,28.79,42.2,7.73
2,410.56,0.15,8.74,10.19,5.19,11.82,17.81,4.31
4,961.3,3.97,19.54,0.46,7.87,57.49,78.8,15.58
4,894.55,0.46,18.34,5.72,11.56,55.68,74.13,16.97
3,500.68,0,11.31,37.91,9.06,45.38,60.22,10.51
4,594.14,0,11.14,68.66,10.85,72.68,84.44,11.15
5,554.08,0,9.68,94.41,9.42,89.33,101.12,8.23
4,587.46,0,14.05,76.53,12.04,62.89,76.62,11.53
5,607.49,0,10.2,85.12,9.06,82.68,96.23,10.77
4,453.95,0,6.94,121.59,8.23,62.18,75.19,6.46
4,487.33,0,8.57,98.71,8.46,58.73,72.41,8.99
4,600.81,0,12,74.39,8.34,54.66,67.22,10.89
3,520.71,0,9.51,57.22,7.33,31.13,42.29,7.22
4,527.38,0,7.63,97.27,8.58,54.63,75.16,4.5
3,447.27,0,5.44,92.98,6.79,29.71,39.42,2.85
2,427.25,0,4.71,58.65,4.95,14.12,18.92,2.34
2,390.53,0,8.83,37.55,13.59,14.64,18.6,1.82
2,360.49,0.32,17.31,4.96,21.7,13.1,18.72,1.96
2,700.95,0.22,13.54,7.24,5.9,24.05,35.41,5.07
3,467.3,0,8.4,37.55,9.42,35.51,45.32,3.29
3,547.41,0,9.77,27.89,9.06,33.59,43.19,3.67
3,534.06,0,7.37,23.96,7.63,29.43,39.01,4.5
2,627.52,0.34,12.51,5.81,6.68,21.51,28.13,6.46
3,741,0.28,16.62,5.28,6.74,26.97,31.55,5.07
2,594.14,0.04,10.28,13.05,9.18,16.28,19.83,3.36
2,494,0.31,11.82,4.87,9.3,17.02,20.91,2.37
2,494,0.08,8.48,9.83,5.36,10.61,14.76,3.01
3,433.92,0,16.11,26.82,19.31,26.71,32.48,2.69
4,1482.01,19.22,10.71,0,9.54,74.94,96.88,11.78
3,700.95,0,9.6,18.95,10.49,34.85,41.08,4.31
3,734.33,0.03,12.85,11,6.02,37.74,47.46,4.62
5,894.55,0,13.71,43.63,9.66,100.31,110.44,5.07
5,1815.8,4.19,30.16,0.47,14.07,155.89,177.09,19.51
5,567.44,0,8.74,50.78,10.49,91.26,98.71,2.72
5,1068.12,0,15.77,25.03,11.56,92.47,108.46,11.65
5,1482.01,0.07,29.47,10.46,16.45,123.19,152.01,23.31
4,567.44,0,10.97,76.53,13.71,66.73,86.26,12.92
3,534.06,0,10.88,57.94,14.42,49.62,68.71,13.17
3,540.73,0,13.37,33.26,13.95,35.84,55.31,14.06
3,494,0,10.88,42.92,8.82,28.6,47.97,11.15
3,407.22,0,7.63,62.94,7.87,36.43,60,5.38
3,380.52,0,6.17,67.95,7.33,29.21,47.52,2.85
4,447.27,0,8.65,82.25,14.54,57.93,83.86,2.91
4,640.87,0,8.74,60.8,9.42,74.18,84.86,4.24
4,627.52,0,8.91,55.07,11.44,71.81,85.95,3.45
3,460.62,0,6.43,90.12,7.75,42.21,51.33,2.94
5,507.35,0,6.34,114.44,7.63,81.2,93.8,2.66
5,487.33,0,6.6,118.73,10.97,92.52,110.33,2.53
5,1375.2,0.3,4.46,217.44,13.95,196.92,208.15,10.39
5,2456.67,0,40.78,32.54,8.94,296.55,345.4,32.93
5,2696.99,0.01,40.78,31.47,6.62,346.66,398.67,18.24
5,3471.37,5.7,61.69,0.98,17.88,394.76,462.08,67.89
5,2990.72,0.06,52.78,20.39,6.2,380.12,412.5,10.89
5,1815.8,0,30.85,60.08,7.09,288.68,310.36,7.54
5,1375.2,0,28.1,60.8,10.25,237.84,254.72,20.27
5,1548.77,0.06,27.42,20.39,3.46,278.9,314.9,10.64
5,2803.8,0.29,43.87,10.37,4.83,322.36,384.44,14.44
4,834.47,0.11,27.76,16.99,2.86,35.88,58.51,13.68
5,1668.93,6.54,33.24,0.25,6.62,89.67,114.59,24.83
5,1602.17,0,24.68,39.34,4.17,130.21,165.3,7.79
3,647.54,0,10.63,66.52,3.87,23.72,29.2,4.69
5,1094.82,0.41,22.62,9.21,3.19,70.64,100.48,16.72
5,1815.8,11.74,32.56,0.11,3.43,142.02,194.19,27.87
5,1869.2,9.61,38.73,0.25,4.77,168.03,223.51,26.85
5,1615.52,0.01,26.39,31.11,3.19,154.08,197.95,8.99
5,1255.04,0,18.34,52.21,3.87,90.41,123.9,7.28
5,2376.56,1.41,59.63,4.02,3.31,172.05,232.07,19.76
5,2323.15,25.03,39.76,0.01,3.7,216.11,262.32,41.54
5,2483.37,6.82,40.44,0.69,3.87,294.71,345.55,24.07
5,2563.48,2.15,37.01,2.28,3.55,332.38,391.82,20.27
5,3177.64,2.04,70.6,2.44,6.97,300.9,354.97,40.53
5,3738.4,27.94,48.67,0.01,9.06,455.3,537.56,33.95
5,2777.1,26.6,35.3,0.01,4.05,368.66,432.65,13.17
5,3417.97,0.08,60.32,16.99,24.8,509.63,558.11,89.17
5,3124.24,15.87,44.55,0.09,12.04,373.29,427.34,47.12
5,2162.93,0,34.62,37.55,6.74,305.65,329.94,15.96
5,3017.43,0.5,66.49,6.44,3.43,344.13,373.23,9.75
5,1575.47,1.51,35.99,4.34,3.43,188.32,236.52,15.83
5,1588.82,0.06,31.53,19.67,3.04,142.91,191.36,10.13
5,2536.77,7.71,43.87,0.62,5.54,289.47,353.88,27.36
5,4539.49,43.36,47.3,0,2.98,516.44,595.1,15.07
5,3631.59,0.36,66.49,9.39,6.97,595.36,650,30.4
5,1134.87,0,15.94,44.35,8.46,186.63,193.07,3.67
4,614.17,0,12.51,43.27,6.26,38.21,42,5.19
2,580.79,0,9.6,60.08,7.87,17.02,18.94,3.48
3,433.92,0,8.23,57.22,5.96,22.67,23.94,3.1
5,1642.23,0.51,26.73,4.43,3.93,134.63,174.22,7.09
5,3204.35,52.75,62.38,0,43.39,222.92,237.84,166.18
5,2296.45,12.29,38.39,0.09,8.23,309.18,379.06,46.61
5,2056.12,0.39,33.59,8.23,2.35,199.37,240.82,10.89
5,5661.01,79.57,54.84,0,5.31,495.56,559.9,31.92
5,4272.46,56.77,39.76,0,3.82,425.93,521.49,21.53
5,6034.85,76.89,43.18,0,4.05,590.75,650.54,10.77
5,2964.02,8.72,45.93,0.23,4.17,418.24,458.06,14.31
5,3524.78,29.06,58.26,0,25.75,431.3,471.92,82.08
5,2883.91,25.48,58.26,0.01,23.37,366.94,379.31,101.33
5,2243.04,9.05,29.47,0.16,3.07,304.62,318,19.25
5,1789.09,0.03,26.05,25.03,5.9,281.18,300.13,7.16
5,1615.52,7.38,26.39,0.37,4.95,251.51,297.21,27.11
5,3070.83,0.11,53.47,16.81,4.11,395.78,446.11,7.66
